PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,target
-3.294222849240233,-1.4863978852519293,0.49678770333323713,0.3415121219976866,-1.2245561837021577,-1.1977360591369626,0.7345030590275043,1.3517379995023282,8
1.006403256736441,-2.003339006022248,0.024502917294824827,2.0215890537539236,0.32543071675168056,-0.4314416130783887,0.22823645265878564,-0.6741036959535854,2
1.9874410841077297,2.512117344653788,-2.476595312353974,-0.38062268469942073,-0.32750133249747626,0.5777614318853342,-0.02898354973537885,-0.125627324226929,1
-0.522907280660516,0.8537366415883363,1.0292980876137008,2.167960490482744,1.2222894639042654,-0.7025394633718917,0.2977969414920744,-1.0954977771596794,4
2.445419499094321,0.8770000486594505,-2.080503586053349,-0.30704227108533766,-0.5029078222944321,-0.007439975654124503,0.41937512592876347,-0.1550338381580602,1
1.0287710512095434,-2.1915969371452837,2.5964432992458315,-0.5311606181484543,-1.157382619338734,0.47145965997750755,0.5134266653445699,0.7551113315594723,6
-1.7302114758521747,2.602403025141096,-1.106367796673699,1.1502399905346272,1.4246952509423996,-0.12380901239703698,1.4288277584314668,-0.17822764796146442,4
-3.688676209192816,2.651711371682465,-2.136922950636981,-0.6675046834703579,-0.3825432990306366,0.3125618178544784,-1.8790129457409455,-1.491103413802553,0
-3.2276415617910277,-1.9302885530688543,-2.9256752031534536,-0.6080843181812277,-0.340416401061279,0.3620507258886858,0.8897831508145256,-0.019420532191252584,5
-3.716399618794955,0.12045862489565919,1.405625545144302,-0.1370256477974281,0.35688379120927516,-0.5680672080892786,-0.6581084210479216,0.09024951813348209,0
0.7363848825848902,2.394209000453324,1.9438510690230408,1.0954488232540265,0.7702295775986419,0.458127365661984,-0.3117400643076659,0.8977964863538469,9
-3.2445501909013483,-0.30620453867030323,0.7169971804577032,-0.8788479842778575,-2.484970609596169,-1.6413368883812758,0.9151417962184714,0.9151765164321667,8
1.707525091127665,0.1702726202790358,2.1797381846226935,-1.787850440137994,0.7561435652300581,1.318846879605003,0.2973467934046407,-0.41780761235197034,5
1.0154406970606689,1.5692144034826714,2.5110982332423655,0.9573895532188132,-0.5098580675166919,1.051133523659236,-0.7380877307130412,0.3800827731644622,9
1.6311793070556073,-0.8125477479237806,-1.1749918184493362,0.4579927570517581,1.2758119349594919,-1.2893324028880877,-0.7642883973774243,0.13941197224579097,7
2.612338969934338,0.5645390919807463,-0.010025249886859659,-1.4285166458657372,0.07952376998673795,-0.8400685968818863,-0.5223946095220646,-0.18554585530229428,3
1.8629322558906722,0.9321146153812915,1.2431599583235993,-1.0572304339537304,0.15207933967881812,-0.7699602918609676,-0.5348576782643387,-0.35577126932372133,3
1.6277309610514987,1.8133383786619293,1.7493048273098064,-0.8878513424263622,0.5081601308900673,0.7513754118689865,-0.9510539511151372,0.9940837802676864,9
1.0762282640296665,-2.58422751697879,-0.5378994511295628,1.245173078785563,-0.566730252500703,0.34494406537999955,-0.4419228631420558,-0.7876902523286299,2
2.4027127438681557,-0.821824784392748,-1.9289494632521114,1.4390650376288479,0.4452327346456089,0.4255676472085044,0.4278993145409543,0.07540484896160411,2
-2.8401030529549245,-2.1139199322571938,-3.116476227349241,-0.8496944707895904,-0.6700261977185743,0.5134046189443594,0.5371198722573063,-0.22696752324130573,5
1.9008707983623554,2.6976628440692307,-2.2949916261693106,1.3679431559546587,-1.324868107462904,-0.10276093142415604,-0.9028625909266009,0.583254011843423,1
-2.9879236773946607,-2.074634270621772,-2.4170053912765863,-0.5935647419035326,-0.85487214335411,0.4510056091012844,1.0135214052619599,-0.2683026649235447,5
-0.38347933512415,-1.240632611816975,-0.5727304556360155,-0.3447347171967988,0.9953016031276893,1.1915851516901639,-2.939661733654434,1.346325674377073,8
-1.772570342953137,-0.4372424004880297,1.9139807793138246,-0.188285542097519,0.6352055472325365,0.08695547613207448,-0.3833924973798689,-1.71754127828744,6
-1.1498682597599066,2.348685131386233,-0.6241937223264165,1.441029014458234,1.621582705983522,-0.041426539973248785,0.8470740758261263,0.04790857623873725,4
-3.7049868562537487,-0.14217438028716745,0.9624629907893978,0.5228658870832251,0.5245823830936044,-1.1407230448415442,-1.2384815026468654,0.2415816592691362,0
0.6192172561861877,2.181643944952747,-0.6145949799682395,-0.8271642512550846,1.713254090976977,1.0820885015764823,1.472175418631727,0.40687199899930265,4
0.377285817688499,-1.9078564621711225,-0.42805492075015616,-0.10865344150173405,0.5689924545866806,1.7310566440269695,-2.5695058346865536,0.03557433300996551,8
1.150634557881406,-0.5333384751204239,1.2501412116064412,-0.8829148914129307,0.350131139383656,3.213569975638503,0.7938682081873968,-0.694268384683795,1
0.9526855783900511,-0.4330018922996942,-0.5598544180550191,-1.2686784380836356,-0.9588693191028079,-1.780877860902466,-1.7738806762556512,0.8661764911140278,8
-3.1700717363300805,-2.058039264092111,-1.6252153301251149,-0.939635024437696,-1.075737434927142,0.404434046965299,1.6547851015722106,0.46484806650714583,5
0.7435244275595998,-1.79054181798258,-1.2044565866358017,0.36337547948407084,1.1601466464646264,-0.980564410275502,0.34550003446307853,0.10496663299520033,7
-4.388049085994496,2.407245169508689,-1.2206031869652785,-1.1375090967740962,0.29448113340885756,0.0167060821684719,-0.752704686197122,-0.6718557525473748,0
-2.100220099472697,3.8433942203116436,-4.546959566581644,0.31014709280367814,-3.1742814662482797,1.1624921061075668,-2.5958145187154886,-0.4276208892395797,9
1.8302292880335067,0.7136108873760116,1.067227832986829,-0.708300408527501,-0.13455916362599676,-1.222192356748269,-0.15173104924416783,-0.4166961480113206,3
-3.476553753397734,-2.054592735190855,-2.16451534834501,-0.33479195726925215,-0.6857321737318987,0.6216881860207798,1.1242543282005273,0.035768617533479846,5
-1.076016598727685,0.7020891315674168,2.4827700776803376,0.9782012374575456,0.40296671069429363,0.42883232358042933,0.11524462798928528,-0.213956615439937,4
